species,X,Y,PC1,PC2,PC3
insect.M.distribution90t9.2_PA2_RUN1,1.3308,35.7007,2061.96034648044,3152.93257998242,-378.89499606391
insect.M.distribution90t9.2_PA2_RUN1,-40.8758,36.1436,-9014.99921776721,-538.857682459256,5314.98819886046
insect.M.distribution90t9.2_PA2_RUN1,0.5533,36.0223,2061.9608152263,3152.00009193924,-378.882808072258
insect.M.distribution90t9.2_PA2_RUN1,77.9262,56.7389,-11803.9943480123,1495.40119844458,-1990.16467125326
insect.M.distribution90t9.2_PA2_RUN1,0.71,35.9525,2061.95617398872,3152.11052356703,-378.890723960206
insect.M.distribution90t9.2_PA2_RUN1,-40.7807,36.1015,-9014.99921776721,-538.857682459256,5314.98819886046
insect.M.distribution90t9.2_PA2_RUN1,-40.8758,36.1436,-9014.99921776721,-538.857682459256,5314.98819886046
insect.M.distribution90t9.2_PA2_RUN1,0.6689,35.7614,2061.96034648044,3152.93257998242,-378.89499606391
insect.M.distribution90t9.2_PA2_RUN1,-51.6012,-1.9385,10399.7576328459,-571.746618165646,-225.954910678875
insect.M.distribution90t9.2_PA2_RUN1,30.9553,36.0985,5532.68933333776,3021.54521424859,78.9119259540962
insect.M.distribution90t9.2_PA2_RUN1,1.3308,35.7007,2061.96034648044,3152.93257998242,-378.89499606391
insect.M.distribution90t9.2_PA2_RUN1,1.1903,29.1038,7152.52128396761,-3226.45287766897,-235.458887609405
insect.M.distribution90t9.2_PA2_RUN1,0.6689,35.7614,2061.96034648044,3152.93257998242,-378.89499606391
insect.M.distribution90t9.2_PA2_RUN1,42.7178,33.0179,6304.71987214615,3098.74235769233,179.319247266772
insect.M.distribution90t9.2_PA2_RUN1,13.9068,40.34,3032.19171449276,3140.25013559609,-125.692310725711
insect.M.distribution90t9.2_PA2_RUN1,-40.8967,36.1455,-9014.99921776721,-538.857682459256,5314.98819886046
insect.M.distribution90t9.2_PA2_RUN1,57.2682,40.9914,6073.9907692815,3101.49690177943,263.562732880721
insect.M.distribution90t9.2_PA2_RUN1,13.7672,40.6559,3032.18707455732,3140.24321092371,-125.699710283646
insect.M.distribution90t9.2_PA2_RUN1,6.6589,34.181,3284.32356241978,3137.74465319326,-381.119671448929
insect.M.distribution90t9.2_PA2_RUN1,-51.6012,-1.9385,10399.7576328459,-571.746618165646,-225.954910678875
insect.M.distribution90t9.2_PA2_RUN1,28.9386,11.1209,7694.14470386274,3061.04472235568,283.102937593485
insect.M.distribution90t9.2_PA2_RUN1,13.9068,40.34,3032.19171449276,3140.25013559609,-125.692310725711
insect.M.distribution90t9.2_PA2_RUN1,1.7167,37.8222,1669.47077806791,2855.46666209071,-66.9094249549257
