X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-0.5956,-59.9183,train,Infinity,100.0,NaN
-3.1882,-58.9868,train,Infinity,100.0,NaN
72.2225,53.8274,train,Infinity,100.0,NaN
64.1849,55.1534,train,Infinity,100.0,NaN
89.7819,22.4683,train,0.0,0.0,0.0
-19.7049,4.0879,train,Infinity,100.0,NaN
15.1137,27.9758,train,0.0,0.0,0.0
4.4946,-36.7007,train,Infinity,100.0,NaN
-34.1708,-44.33,train,0.0,0.0,0.0
-5.649,-59.4802,train,Infinity,100.0,NaN
-35.4933,-47.6342,train,Infinity,100.0,NaN
-3.1265,-60.2977,train,0.0,0.0,0.0
-5.7095,-59.4995,train,Infinity,100.0,NaN
118.1832,-58.3847,train,0.0,0.0,0.0
-35.4819,-47.637,train,Infinity,100.0,NaN
-18.0572,5.0463,train,0.0,0.0,0.0
-34.0196,-45.5096,train,Infinity,100.0,NaN
105.312,45.6176,train,0.0,0.0,0.0
118.269,-58.3267,train,0.0,0.0,0.0
18.7572,16.4381,train,0.0,0.0,0.0
1.0614,-59.3037,train,Infinity,100.0,NaN
-3.7202,-59.1206,train,Infinity,100.0,NaN
118.3176,-58.3883,train,0.0,0.0,0.0
90.3889,21.6403,train,0.0,0.0,0.0
103.9409,25.9619,train,0.0,0.0,0.0
