species,X,Y,PC1,PC2,PC3
insect.M.distribution160t3.3_PA2_RUN2,-50.4376,32.5427,3287.79080099646,-221.626470987557,-388.327533318722
insect.M.distribution160t3.3_PA2_RUN2,107.4503,23.1467,4001.98288868873,-10252.1841615394,-207.282086702276
insect.M.distribution160t3.3_PA2_RUN2,74.925,38.6494,1514.3832365583,-686.564708778797,591.06241079118
insect.M.distribution160t3.3_PA2_RUN2,17.6748,39.3077,4802.33796325919,2796.13951995355,-598.732166460391
insect.M.distribution160t3.3_PA2_RUN2,1.33,33.182,505.567740923068,3301.460041652,-210.106296827391
insect.M.distribution160t3.3_PA2_RUN2,43.041,-13.8629,4010.31048900187,3465.73440941113,76.0613137526013
insect.M.distribution160t3.3_PA2_RUN2,107.6313,38.225,4346.29290105288,-11638.5056136078,-1137.13342073992
insect.M.distribution160t3.3_PA2_RUN2,111.0466,47.4044,5432.38582767007,-7841.95474839151,-863.298357246191
insect.M.distribution160t3.3_PA2_RUN2,-50.4376,32.5427,3287.79080099646,-221.626470987557,-388.327533318722
insect.M.distribution160t3.3_PA2_RUN2,85.1706,14.1666,3328.2550750949,2653.84785283388,142.302056174696
insect.M.distribution160t3.3_PA2_RUN2,7.8164,41.884,5335.28852452171,2696.49200186562,-636.547766008957
