X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.33,33.182,train,0.0,0.0,0.0
43.041,-13.8629,train,Infinity,100.0,NaN
-50.4376,32.5427,train,0.0,0.0,0.0
85.1706,14.1666,train,Infinity,100.0,NaN
73.422,40.7268,train,0.0,0.0,0.0
8.1539,42.4809,train,0.0,0.0,0.0
107.6313,38.225,train,Infinity,100.0,NaN
32.7479,-23.3039,train,Infinity,100.0,NaN
107.4503,23.1467,train,Infinity,100.0,NaN
14.9259,36.6902,train,0.0,0.0,0.0
15.1308,36.9105,train,0.0,0.0,0.0
17.7646,39.4574,train,1.4651688294859322E-109,1.4651688294859324E-107,1.4651688294859322E-109
92.3432,44.5548,train,0.0,0.0,0.0
99.102,57.3481,train,0.0,0.0,0.0
106.1342,54.8353,train,0.0,0.0,0.0
73.5947,41.4058,train,0.0,0.0,0.0
15.0118,37.1634,train,0.0,0.0,0.0
7.8164,41.884,train,0.0,0.0,0.0
25.6794,42.8725,train,0.0,0.0,0.0
105.7244,54.6254,train,0.0,0.0,0.0
32.5421,-23.3058,train,Infinity,100.0,NaN
74.925,38.6494,train,0.0,0.0,0.0
10.0546,37.048,train,0.0,0.0,0.0
17.6819,43.362,train,0.0,0.0,0.0
73.6999,40.7724,train,0.0,0.0,0.0
