species,X,Y,PC1,PC2,PC3
insect.M.distribution220t9.1_PA1_RUN2,10.7859,32.6553,-4786.01602595491,1126.3785097993,1311.74452767604
insect.M.distribution220t9.1_PA1_RUN2,91.6036,28.9099,1331.61895969174,3016.23332507217,826.945002961671
insect.M.distribution220t9.1_PA1_RUN2,10.7859,32.6553,-4786.01602595491,1126.3785097993,1311.74452767604
insect.M.distribution220t9.1_PA1_RUN2,10.7666,32.6534,-4786.01602595491,1126.3785097993,1311.74452767604
insect.M.distribution220t9.1_PA1_RUN2,29.5466,40.7095,-6292.6425623347,2869.49182449224,3571.13212479367
insect.M.distribution220t9.1_PA1_RUN2,1.5912,-50.8041,4710.42469283865,-9944.80336401102,-1178.52872701735
insect.M.distribution220t9.1_PA1_RUN2,102.3723,-58.511,250.424086740167,1339.24112898762,-1186.62840617151
insect.M.distribution220t9.1_PA1_RUN2,102.2298,-58.5503,250.424086740167,1339.24112898762,-1186.62840617151
insect.M.distribution220t9.1_PA1_RUN2,11.9309,35.4279,-7028.07984367376,4136.57471444622,3584.72265949131
insect.M.distribution220t9.1_PA1_RUN2,11.9309,35.4279,-7028.07984367376,4136.57471444622,3584.72265949131
insect.M.distribution220t9.1_PA1_RUN2,-32.0802,-45.4725,3706.73459193511,-6153.41473417207,-913.968094557036
insect.M.distribution220t9.1_PA1_RUN2,113.3359,47.9227,1090.45503695658,-736.585644340456,-242.729028078735
insect.M.distribution220t9.1_PA1_RUN2,1.4967,-51.8153,4724.10499259992,-9546.04536591741,-1168.14040377695
insect.M.distribution220t9.1_PA1_RUN2,-32.0802,-45.4725,3706.73459193511,-6153.41473417207,-913.968094557036
insect.M.distribution220t9.1_PA1_RUN2,-23.3874,10.1504,3941.7523875227,-5262.45518585352,-326.424900324417
insect.M.distribution220t9.1_PA1_RUN2,1.5912,-50.8041,4710.42469283865,-9944.80336401102,-1178.52872701735
insect.M.distribution220t9.1_PA1_RUN2,1.5912,-50.8041,4710.42469283865,-9944.80336401102,-1178.52872701735
insect.M.distribution220t9.1_PA1_RUN2,102.3863,-58.5007,250.424086740167,1339.24112898762,-1186.62840617151
insect.M.distribution220t9.1_PA1_RUN2,8.3977,34.0762,-7954.70393085724,3885.23329159002,3903.03476364424
