X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
67.6384,45.4558,train,0.0,0.0,0.0
-50.4376,32.5427,train,0.0,0.0,0.0
107.4503,23.1467,train,Infinity,100.0,NaN
17.6748,39.3077,train,0.0,0.0,0.0
1.33,33.182,train,0.0,0.0,0.0
111.0466,47.4044,train,Infinity,100.0,NaN
73.422,40.7268,train,0.0,0.0,0.0
105.057,39.3726,train,Infinity,100.0,NaN
85.1706,14.1666,train,Infinity,100.0,NaN
7.8164,41.884,train,0.0,0.0,0.0
15.0118,37.1634,train,Infinity,100.0,NaN
8.1539,42.4809,train,0.0,0.0,0.0
107.6313,38.225,train,Infinity,100.0,NaN
107.4303,22.803,train,Infinity,100.0,NaN
17.7646,39.4574,train,0.0,0.0,0.0
92.3432,44.5548,train,0.0,0.0,0.0
73.5947,41.4058,train,0.0,0.0,0.0
73.8182,40.319,train,0.0,0.0,0.0
25.6794,42.8725,train,0.0,0.0,0.0
32.5421,-23.3058,train,0.0,0.0,0.0
74.925,38.6494,train,0.0,0.0,0.0
15.1308,36.9105,train,Infinity,100.0,NaN
10.0546,37.048,train,0.0,0.0,0.0
17.6819,43.362,train,0.0,0.0,0.0
73.6999,40.7724,train,0.0,0.0,0.0
