species,X,Y,PC1,PC2,PC3
insect.M.distribution110t7.3_PA2_RUN1,94.3441,39.1797,7486.32111888308,-14192.9094871278,96.3771138975818
insect.M.distribution110t7.3_PA2_RUN1,11.3475,16.3257,8081.2244414601,3690.26025897477,517.707581365235
insect.M.distribution110t7.3_PA2_RUN1,4.6553,32.7977,8045.78378001387,3392.91582243888,-628.606180903293
insect.M.distribution110t7.3_PA2_RUN1,-10.1554,-10.5518,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN1,6.4096,29.4373,9653.22078503447,962.140272753164,-787.957223417554
insect.M.distribution110t7.3_PA2_RUN1,11.3475,16.3257,8081.2244414601,3690.26025897477,517.707581365235
insect.M.distribution110t7.3_PA2_RUN1,90.1403,45.9403,1135.39854752632,-15266.4474767969,380.722384906734
insect.M.distribution110t7.3_PA2_RUN1,87.3065,47.234,3229.65237363195,-17011.4539352088,613.597611545116
insect.M.distribution110t7.3_PA2_RUN1,4.6553,32.7977,8045.78378001387,3392.91582243888,-628.606180903293
insect.M.distribution110t7.3_PA2_RUN1,99.7244,38.3947,6791.01370713036,-16414.7567021451,20.2723344669961
insect.M.distribution110t7.3_PA2_RUN1,69.188,37.4022,8611.20418260677,-4022.79143344018,467.029009165501
insect.M.distribution110t7.3_PA2_RUN1,97.1891,45.1907,-1898.66239141651,-12963.6419084233,872.583010683019
insect.M.distribution110t7.3_PA2_RUN1,94.8273,39.4181,7542.1113994499,-16157.2993553986,169.433383168126
insect.M.distribution110t7.3_PA2_RUN1,-10.155,-10.5441,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN1,33.996,39.8632,8206.11543453152,2272.61995940069,103.414277623896
insect.M.distribution110t7.3_PA2_RUN1,6.4096,29.4373,9653.22078503447,962.140272753164,-787.957223417554
insect.M.distribution110t7.3_PA2_RUN1,33.996,39.8632,8206.11543453152,2272.61995940069,103.414277623896
insect.M.distribution110t7.3_PA2_RUN1,-10.136,-10.5134,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN1,128.9371,-54.7587,-4276.86567321961,-220.564809933014,1918.99458750548
insect.M.distribution110t7.3_PA2_RUN1,80.1673,54.2054,-6043.41874210606,-401.24681237428,3680.7866851078
insect.M.distribution110t7.3_PA2_RUN1,6.7137,29.5753,9653.22078503447,962.140272753164,-787.957223417554
insect.M.distribution110t7.3_PA2_RUN1,69.188,37.4022,8611.20418260677,-4022.79143344018,467.029009165501
insect.M.distribution110t7.3_PA2_RUN1,-10.155,-10.5441,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN1,-9.6948,-10.6033,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN1,-10.1459,-10.5968,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN1,-10.1546,-10.5541,10360.9175134474,-3756.07390188161,-153.740582076008
