species,X,Y,PC1,PC2,PC3
insect.M.distribution160t3.2_PA2_RUN2,67.6384,45.4558,835.62072583228,1570.94530448578,-463.021743507345
insect.M.distribution160t3.2_PA2_RUN2,25.7219,42.8766,4480.63578587144,1763.93881458167,-290.546377492741
insect.M.distribution160t3.2_PA2_RUN2,74.925,38.6494,1514.3832365583,-686.564708778797,591.06241079118
insect.M.distribution160t3.2_PA2_RUN2,1.33,33.182,505.567740923068,3301.460041652,-210.106296827391
insect.M.distribution160t3.2_PA2_RUN2,17.6748,39.3077,4802.33796325919,2796.13951995355,-598.732166460391
insect.M.distribution160t3.2_PA2_RUN2,1.33,33.182,505.567740923068,3301.460041652,-210.106296827391
insect.M.distribution160t3.2_PA2_RUN2,43.041,-13.8629,4010.31048900187,3465.73440941113,76.0613137526013
insect.M.distribution160t3.2_PA2_RUN2,107.6313,38.225,4346.29290105288,-11638.5056136078,-1137.13342073992
insect.M.distribution160t3.2_PA2_RUN2,-50.4376,32.5427,3287.79080099646,-221.626470987557,-388.327533318722
insect.M.distribution160t3.2_PA2_RUN2,85.1706,14.1666,3328.2550750949,2653.84785283388,142.302056174696
insect.M.distribution160t3.2_PA2_RUN2,7.8164,41.884,5335.28852452171,2696.49200186562,-636.547766008957
