species,X,Y,PC1,PC2,PC3
insect.M.distribution110t7.3_PA2_RUN2,95.5153,46.077,-1873.01714807728,-13866.6966438278,906.16684192204
insect.M.distribution110t7.3_PA2_RUN2,94.3441,39.1797,7486.32111888308,-14192.9094871278,96.3771138975818
insect.M.distribution110t7.3_PA2_RUN2,11.3475,16.3257,8081.2244414601,3690.26025897477,517.707581365235
insect.M.distribution110t7.3_PA2_RUN2,4.6553,32.7977,8045.78378001387,3392.91582243888,-628.606180903293
insect.M.distribution110t7.3_PA2_RUN2,-37.4232,-36.3737,-3370.01640901145,-1586.37092626667,5513.4992713642
insect.M.distribution110t7.3_PA2_RUN2,90.1403,45.9403,1135.39854752632,-15266.4474767969,380.722384906734
insect.M.distribution110t7.3_PA2_RUN2,4.6553,32.7977,8045.78378001387,3392.91582243888,-628.606180903293
insect.M.distribution110t7.3_PA2_RUN2,6.7488,35.3447,3634.26636141103,3541.8666882693,-322.012206083052
insect.M.distribution110t7.3_PA2_RUN2,-10.1325,-10.5253,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN2,69.188,37.4022,8611.20418260677,-4022.79143344018,467.029009165501
insect.M.distribution110t7.3_PA2_RUN2,97.1891,45.1907,-1898.66239141651,-12963.6419084233,872.583010683019
insect.M.distribution110t7.3_PA2_RUN2,94.8273,39.4181,7542.1113994499,-16157.2993553986,169.433383168126
insect.M.distribution110t7.3_PA2_RUN2,6.4096,29.4373,9653.22078503447,962.140272753164,-787.957223417554
insect.M.distribution110t7.3_PA2_RUN2,98.1107,46.2216,-738.387560318606,-13761.5386375202,500.961173912824
insect.M.distribution110t7.3_PA2_RUN2,3.5325,33.1929,7912.65847820394,3661.6399716719,-381.685356561838
insect.M.distribution110t7.3_PA2_RUN2,33.996,39.8632,8206.11543453152,2272.61995940069,103.414277623896
insect.M.distribution110t7.3_PA2_RUN2,-10.1355,-10.5264,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN2,-37.2955,-36.8613,-3355.22111340005,-2107.14655170772,5532.86797703896
insect.M.distribution110t7.3_PA2_RUN2,129.4703,-54.5678,-4249.45951859936,-1185.33544892528,1954.87585629491
insect.M.distribution110t7.3_PA2_RUN2,-10.136,-10.5134,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN2,128.9371,-54.7587,-4276.86567321961,-220.564809933014,1918.99458750548
insect.M.distribution110t7.3_PA2_RUN2,-10.155,-10.5441,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN2,-9.6948,-10.6033,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN2,-10.1459,-10.5968,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN2,-10.1546,-10.5541,10360.9175134474,-3756.07390188161,-153.740582076008
insect.M.distribution110t7.3_PA2_RUN2,11.3475,16.3257,8081.2244414601,3690.26025897477,517.707581365235
