species,X,Y,PC1,PC2,PC3
insect.M.distribution170t5.3_PA2_RUN2,73.899,42.4236,-621.792380770041,1782.81127661767,-419.977699933142
insect.M.distribution170t5.3_PA2_RUN2,75.5176,40.162,-27.2168481925348,8049.72122879738,-224.776076021088
insect.M.distribution170t5.3_PA2_RUN2,19.7184,43.5586,3084.09551205036,-2770.09004729393,1.47076818465126
insect.M.distribution170t5.3_PA2_RUN2,9.177,40.6294,4784.74255241715,-2352.13672236822,-493.716273474724
insect.M.distribution170t5.3_PA2_RUN2,17.5927,37.0722,4067.85994929704,-3128.16755967983,-522.763827943062
insect.M.distribution170t5.3_PA2_RUN2,9.6866,41.3584,3707.99749775932,-3087.98506264613,-232.102456347268
insect.M.distribution170t5.3_PA2_RUN2,64.6736,50.8597,-2641.65116516064,-2774.47498877701,-606.843812179623
insect.M.distribution170t5.3_PA2_RUN2,74.1883,42.2488,-590.683719261114,2812.73357619414,-483.975564374741
insect.M.distribution170t5.3_PA2_RUN2,100.5848,59.3909,4843.89492869134,8016.09075468818,-1143.95404486885
insect.M.distribution170t5.3_PA2_RUN2,74.7289,39.9446,-104.88635922557,8047.41349123354,-299.634410838346
insect.M.distribution170t5.3_PA2_RUN2,94.399,47.1872,-5773.69783238509,7874.77208618763,-223.204087820346
insect.M.distribution170t5.3_PA2_RUN2,19.7184,43.5586,3084.09551205036,-2770.09004729393,1.47076818465126
insect.M.distribution170t5.3_PA2_RUN2,74.0266,42.8759,-621.792380770041,1782.81127661767,-419.977699933142
insect.M.distribution170t5.3_PA2_RUN2,87.7626,47.4152,-2790.28638027915,4302.65785486896,-107.848203686292
insect.M.distribution170t5.3_PA2_RUN2,8.6131,39.646,4778.61132924454,-2555.73536408502,-481.127233143816
insect.M.distribution170t5.3_PA2_RUN2,73.899,42.4236,-621.792380770041,1782.81127661767,-419.977699933142
