X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-0.5947,35.4562,train,Infinity,100.0,NaN
94.353,-56.7876,train,0.0,0.0,0.0
-0.5848,35.3176,train,Infinity,100.0,NaN
42.7197,58.9328,train,0.0,0.0,0.0
42.5748,59.0753,train,0.0,0.0,0.0
9.7282,37.1139,train,0.0,0.0,0.0
64.405,-61.9631,train,0.0,0.0,0.0
12.4715,29.7815,train,Infinity,100.0,NaN
108.0881,48.3886,train,0.0,0.0,0.0
94.4103,-56.7947,train,0.0,0.0,0.0
3.211,-24.646,train,0.0,0.0,0.0
-0.5292,35.5499,train,Infinity,100.0,NaN
-1.0451,34.3504,train,Infinity,100.0,NaN
113.3106,34.8475,train,0.0,0.0,0.0
94.3496,-56.8636,train,0.0,0.0,0.0
-0.5871,35.4262,train,Infinity,100.0,NaN
8.1835,38.0236,train,Infinity,100.0,NaN
-24.2727,12.3566,train,0.0,0.0,0.0
3.4722,-47.3345,train,Infinity,100.0,NaN
94.3634,-56.7945,train,0.0,0.0,0.0
-0.5831,35.3405,train,Infinity,100.0,NaN
